id,reference
0,30.446399
1,70.119605
2,18.073610
3,72.853337
4,48.643085
5,56.101523
6,50.935316
7,74.841128
8,63.762358
9,55.241515
10,36.018197
11,68.016839
12,74.800296
13,18.125360
14,69.602478
15,76.980575
16,23.572422
17,77.787365
18,56.912295
19,89.366274
20,30.903130
21,29.341083
22,33.230470
23,43.171010
24,8.742615
25,63.572873
26,53.619233
27,33.658637
28,13.365933
29,86.059115
30,65.456205
31,35.433901
32,90.793111
33,86.183914
34,52.210394
35,86.167153
36,41.051933
37,76.441705
38,14.414730
39,43.015487
40,39.156502
41,40.304104
42,38.265082
43,34.716678
44,28.849122
45,41.864249
46,32.754525
47,51.442988
48,36.970559
49,35.742879
50,31.535526
51,8.740605
52,56.162286
53,48.123924
54,95.495304
55,59.281175
56,37.463462
57,19.377589
58,77.153543
59,90.217538
60,50.457825
61,40.353347
62,41.430840
63,37.179429
64,30.896111
65,68.702308
66,15.139770
67,30.514373
68,23.473654
69,43.006515
70,54.498948
71,51.770317
72,57.311548
73,11.341639
74,31.935318
75,45.563349
76,24.930002
77,31.003342
78,43.056568
79,75.145849
80,70.528674
81,14.870440
82,43.406642
83,71.471645
84,92.417804
85,32.062099
86,39.635829
87,13.855653
88,34.890768
89,62.576884
90,57.689616
91,39.447565
92,17.604454
93,32.487795
94,64.613107
95,36.454705
96,26.226394
97,52.316269
98,38.957858
99,29.903808
100,30.415780
101,82.311415
102,18.813375
103,31.611714
104,28.573994
105,52.016760
106,89.949813
107,49.410561
108,89.034864
109,48.655001
110,31.786234
111,20.597242
112,61.570872
113,6.568904
114,32.098424
115,47.598214
116,47.416975
117,28.011465
118,74.621468
119,82.184631
120,35.848929
121,9.626859
122,43.402671
123,27.733567
124,31.125470
125,14.211479
126,54.658813
127,30.431699
128,18.595061
129,80.063578
130,11.822201
131,23.077940
132,31.531944
133,52.266747
134,86.591572
135,25.793741
136,30.705656
137,10.051423
138,80.587604
139,41.266580
140,84.284185
141,8.603463
142,77.591452
143,56.706120
144,33.114826
145,33.785491
146,63.261121
147,76.397198
148,37.995978
149,27.258215
150,10.720086
151,67.998600
152,48.396007
153,29.147523
154,35.058501
155,24.021770
156,75.036547
157,18.003754
158,42.395569
159,92.387288
160,79.711768
161,81.908421
162,41.960448
163,36.858057
164,83.345451
165,50.098724
166,85.522883
167,48.019004
168,30.116734
169,45.599957
170,32.049763
171,10.438846
172,30.389827
173,22.550900
174,80.102934
175,40.981770
176,33.659648
177,38.277246
178,48.561989
179,82.355419
180,17.090518
181,49.942748
182,73.290975
183,92.126007
184,34.724763
185,33.184077
186,7.756553
187,9.489626
188,82.592124
189,46.322145
190,86.990599
191,90.716545
192,7.839242
193,34.822436
194,42.098062
195,71.641337
196,15.869560
197,67.346177
198,22.895613
199,9.184056
200,94.318769
201,85.720850
202,73.807748
203,65.065918
204,78.231151
205,65.485114
206,78.087976
207,63.880725
208,12.548742
209,50.542300
210,25.799521
211,27.852542
212,17.072518
213,83.023541
214,20.069120
215,29.109044
216,40.414956
217,74.442013
218,25.475473
219,26.518762
220,34.618409
221,65.911611
222,37.334520
223,58.239986
224,58.034932
225,69.354628
226,4.375938
227,47.765201
228,21.557121
229,47.433167
230,51.088804
231,43.427461
232,64.658243
233,84.389023
234,38.373856
235,56.877568
236,47.395044
237,47.835359
238,59.653378
239,46.516021
240,75.272714
241,3.744463
242,20.948746
243,31.744113
244,70.083021
245,39.779753
246,39.471779
247,32.559016
248,10.094933
249,88.558991
250,34.955698
251,65.822314
252,52.957328
253,27.331460
254,14.208321
255,26.210079
256,53.949987
257,35.049049
258,30.786474
259,11.048804
260,61.608132
261,31.008896
262,49.431536
263,32.752885
264,76.716130
265,67.724556
266,91.666065
267,35.434910
268,55.354244
269,87.168624
270,60.756237
271,58.264109
272,34.465752
273,37.027628
274,28.881763
275,39.985505
276,60.741043
277,63.743283
278,42.467894
279,31.313346
280,55.246557
281,32.407838
282,61.415498
283,30.346603
284,52.238874
285,35.375109
286,11.082392
287,52.159360
288,52.878254
289,74.714131
290,77.789972
291,34.407261
292,63.086095
293,41.036514
294,30.180657
295,79.050155
296,13.065444
297,28.421252
298,15.393418
299,49.980509
300,85.368036
301,83.465764
302,51.243836
303,15.700317
304,43.393565
305,49.860744
306,35.912698
307,45.072536
308,24.904401
309,79.835556
310,23.883495
311,37.611619
312,31.154572
313,72.483113
314,79.577057
315,47.119880
316,49.739730
317,36.629463
318,91.278234
319,9.688641
320,32.961524
321,46.204278
322,32.304169
323,25.068264
324,57.784036
325,60.211264
326,43.662243
327,55.493182
328,31.273217
329,45.020513
330,50.955885
331,69.234047
332,48.186711
333,26.590679
334,56.410353
335,51.819017
336,17.855110
337,65.917355
338,27.787113
339,24.140425
340,31.649697
341,34.155920
342,32.779850
343,44.313970
344,49.067598
345,19.795034
346,23.278642
347,8.077972
348,20.764562
349,27.657661
350,43.172557
351,27.748889
352,55.399911
353,62.528976
354,20.326669
355,55.738005
356,78.755543
357,30.010088
358,90.735185
359,27.781852
360,44.739342
361,6.411316
362,40.607621
363,85.139682
364,32.522979
365,49.643987
366,36.052258
367,50.699978
368,34.519736
369,68.520587
370,69.564130
371,31.359695
372,9.939593
373,35.332567
374,26.528872
375,10.385010
