id,reference
0,30.320422
1,69.672100
2,19.405526
3,72.843847
4,48.320433
5,56.548313
6,51.162159
7,73.119050
8,62.994424
9,55.466053
10,35.977547
11,68.348761
12,75.303674
13,18.194900
14,69.463227
15,76.769418
16,22.276959
17,76.558175
18,59.097828
19,89.161172
20,28.204340
21,30.192111
22,32.855167
23,43.363307
24,8.532796
25,63.493603
26,54.108902
27,33.806502
28,13.406981
29,86.072977
30,65.497821
31,35.438628
32,90.502831
33,86.129377
34,52.296039
35,85.064419
36,41.357150
37,76.592265
38,13.988317
39,43.473337
40,39.131823
41,39.218827
42,38.407872
43,29.659862
44,29.230638
45,41.920367
46,32.551849
47,51.444655
48,36.937549
49,36.171167
50,29.326452
51,8.573148
52,55.877163
53,57.805902
54,95.630478
55,59.881163
56,27.246286
57,19.314275
58,83.060689
59,89.828596
60,50.496238
61,40.525407
62,41.784398
63,37.324563
64,30.899532
65,68.490517
66,15.171293
67,27.470137
68,23.228878
69,42.852880
70,54.612644
71,55.335546
72,56.364564
73,11.502957
74,31.972538
75,46.533713
76,23.078107
77,30.683708
78,42.992418
79,76.734001
80,70.273215
81,14.983147
82,43.553309
83,71.214450
84,92.027692
85,31.901550
86,39.321114
87,13.616889
88,35.380623
89,62.515187
90,57.047344
91,39.460934
92,17.626767
93,32.076709
94,64.709513
95,36.242995
96,26.060044
97,52.290437
98,41.600335
99,60.218741
100,30.322644
101,82.410461
102,18.647503
103,30.926051
104,28.615880
105,51.790384
106,89.927518
107,49.339904
108,89.029660
109,48.484894
110,31.150677
111,21.165071
112,60.654304
113,7.239364
114,32.179401
115,47.320874
116,47.146888
117,27.706067
118,75.410479
119,82.305070
120,35.993840
121,9.704277
122,43.557544
123,27.656082
124,30.723088
125,13.986200
126,55.754261
127,30.256793
128,18.552457
129,80.036704
130,11.735547
131,23.118408
132,31.497313
133,52.987890
134,86.974100
135,26.152684
136,31.157320
137,9.801227
138,80.545967
139,41.165518
140,84.705570
141,8.349133
142,77.157514
143,56.753511
144,33.072301
145,33.917981
146,63.837879
147,75.765726
148,38.012915
149,27.776149
150,10.035028
