id,reference
0,29.769297
1,65.208278
2,20.017517
3,57.157074
4,50.263676
5,54.594847
6,46.653553
7,76.853120
8,59.485824
9,55.348722
10,35.322900
11,61.614269
12,73.304070
13,18.334268
14,62.213962
15,61.758514
16,35.509382
17,71.786996
18,56.611794
19,79.966481
20,35.946559
21,36.632366
22,30.416661
23,46.169958
24,10.372176
25,70.943150
26,53.575873
27,38.153207
28,12.297219
29,84.313377
30,66.444096
31,37.551216
32,84.464838
33,76.746146
34,51.031600
35,78.381213
36,39.733323
37,72.608575
38,19.228018
39,47.626734
40,40.314633
41,37.036491
42,43.034607
43,26.325779
44,45.607914
45,43.339425
46,33.211180
47,53.884168
48,38.458908
49,38.219895
50,43.942788
51,11.735684
52,55.447466
53,47.973093
54,82.771775
55,58.775349
56,45.774553
57,23.717864
58,73.506717
59,90.740526
60,43.079733
61,39.386033
62,40.854299
63,38.188314
64,35.147993
65,64.392970
66,12.295704
67,45.948942
68,27.191922
69,41.420625
70,54.671780
71,51.722384
72,58.932966
73,11.459399
74,29.801024
75,46.045389
76,41.143506
77,37.441677
78,43.426494
79,76.563330
80,60.025083
81,17.997553
82,41.978553
83,64.283039
84,76.406169
85,29.570575
86,39.448628
87,16.568713
88,38.117247
89,55.720848
90,60.030310
91,41.737959
92,19.788831
93,39.884958
94,66.583748
95,40.256910
96,30.008789
97,53.214081
98,38.595236
99,51.398069
100,36.176797
101,82.671608
102,20.375126
103,34.801670
104,29.979613
105,52.409245
106,83.450208
107,47.656012
108,87.064203
109,50.174717
110,29.357234
111,21.781830
112,57.829575
113,9.846904
114,36.037472
115,50.070709
116,44.199667
117,23.263721
118,66.348854
119,89.900833
120,32.802762
121,8.609226
122,44.466714
123,37.401611
124,27.075848
125,12.054226
126,57.749830
127,42.138471
128,20.062661
129,84.289591
130,9.023091
131,30.943054
132,29.392249
133,55.706569
134,86.559586
135,31.662056
136,33.665179
137,21.802984
138,69.894470
139,40.940767
140,76.195691
141,8.961525
142,84.050326
143,56.634309
144,27.426071
145,33.745698
146,59.232110
147,81.468116
148,37.054334
149,28.721358
150,9.630044
151,66.447219
152,43.905505
153,44.717649
154,36.552926
155,34.476196
156,80.316559
157,21.901600
158,42.528161
159,89.232672
160,78.091209
161,82.493981
162,39.217460
163,32.109988
164,81.227583
165,52.028841
166,84.251015
167,47.734224
168,36.797290
169,47.326694
170,27.804221
171,10.620582
172,31.253581
173,20.814765
174,69.894470
175,40.773965
176,32.306877
177,39.938343
178,51.885712
179,76.412598
180,17.742982
181,44.967278
182,78.178324
183,85.384173
184,36.369960
185,30.872740
186,9.603852
187,11.912738
188,73.442738
189,50.887666
190,89.722196
191,84.879557
192,10.152102
193,29.395287
194,47.685522
195,54.014283
196,13.068670
197,70.402489
198,30.753912
199,10.798880
200,72.117916
201,85.744858
202,69.949800
203,62.767538
204,84.062854
205,56.800444
206,72.372724
207,58.382573
208,14.704390
209,55.095095
210,19.399546
211,22.941783
212,15.759860
213,66.797215
214,19.094525
215,22.585232
216,38.595236
217,79.816864
218,17.369396
219,31.588884
220,35.985354
221,62.709310
222,38.705580
223,55.752397
224,60.592956
225,68.496123
226,10.189822
227,52.592456
228,22.055138
229,48.037962
230,49.743692
231,41.766446
232,58.355373
233,78.125066
234,35.403807
235,56.208629
236,42.930641
237,50.766341
238,56.682784
239,47.396018
240,77.663039
241,10.189822
242,28.164412
243,33.898858
244,64.420903
245,38.056126
246,37.960600
247,38.249862
248,9.833862
249,87.782463
250,31.100823
251,68.022949
252,54.051603
253,25.911651
254,11.486707
255,18.802094
256,52.514339
257,35.917550
258,31.670729
259,10.065125
260,58.064231
261,31.175167
262,52.748803
263,37.250119
264,78.390758
265,70.897698
266,68.610402
267,38.671518
268,55.657111
269,81.187834
270,64.466386
271,57.355623
272,31.563849
273,39.487324
274,31.703739
275,38.127293
276,57.358263
277,71.997111
278,46.282575
279,33.326781
280,58.537391
281,30.166719
282,59.246355
283,26.077532
284,53.604054
285,34.448768
286,16.402087
287,52.939489
288,53.657080
289,66.656191
290,79.123821
291,41.364724
292,59.725422
293,39.585241
294,32.463677
295,75.368075
296,12.202232
297,28.199022
298,17.446989
299,53.633394
300,86.947136
301,84.993236
302,54.612617
303,17.396513
304,46.920344
305,48.556755
306,35.947989
307,44.592799
308,31.422376
309,77.221209
310,45.371536
311,35.887148
312,27.129404
313,72.642905
314,77.409680
315,44.494820
316,44.585662
317,37.713345
318,84.349412
319,10.291068
320,37.371764
321,43.145138
322,24.807464
323,40.589488
324,55.308545
325,50.050450
326,42.369242
327,57.661395
328,41.831148
329,44.715656
330,47.713431
331,70.007512
332,43.893733
333,40.955470
334,55.843411
335,53.518428
336,21.357888
337,64.718381
338,40.109237
339,24.680892
340,38.853475
341,36.337423
342,30.085880
343,52.742878
344,52.423270
345,21.564909
346,12.315341
347,9.767676
348,21.240034
349,46.091090
350,45.580304
351,18.737664
352,53.393966
353,60.603805
354,20.597519
355,53.132105
356,68.820562
357,37.703322
358,78.955324
359,29.009213
360,56.491101
361,10.170428
362,44.550973
363,76.440877
364,32.638677
365,52.408207
366,40.854783
367,54.958239
368,36.903858
369,74.281725
370,60.413977
371,35.242895
372,8.304169
373,36.145885
374,28.510875
375,10.549755
376,34.146594
377,51.096921
378,80.642606
379,46.058862
380,12.808203
381,9.986693
382,75.809880
383,52.309606
384,64.417664
385,45.493863
386,72.537934
387,33.353552
388,25.927523
389,36.006972
390,21.453211
391,49.176072
392,45.824992
393,72.411332
394,17.341551
395,36.054643
396,56.241030
397,35.487578
398,51.155844
399,33.287425
400,35.094336
401,84.920760
402,33.039286
403,10.725076
404,49.255431
405,39.063321
406,44.061140
407,54.308572
408,44.943804
409,39.200282
410,43.493439
411,30.674475
412,35.374542
413,47.901124
414,77.728674
415,64.249330
416,10.194064
417,50.199507
418,69.271983
419,47.989466
420,83.543422
421,68.451764
422,41.001063
423,84.963419
424,84.464838
425,17.896641
426,8.910101
427,45.116555
428,54.413579
429,56.503310
430,20.576504
431,24.373101
432,57.168249
433,36.227335
434,54.880614
435,83.968389
436,18.929945
437,76.493136
438,44.596355
439,43.406397
440,53.363460
441,36.737076
442,19.243607
443,46.623601
444,27.186749
445,34.867689
446,33.634449
447,52.806322
448,45.236608
449,60.360865
450,73.454384
451,11.046588
452,52.277356
453,35.892741
454,39.392183
455,34.094036
456,15.934276
457,17.565064
458,46.823808
459,84.005760
460,77.181414
461,13.752927
462,37.503104
463,33.313086
464,80.764382
465,43.308557
466,39.390872
467,29.481555
468,44.508277
469,64.987194
470,24.173966
471,75.560815
472,9.306112
473,19.672500
474,28.374569
475,22.394104
476,44.673346
477,60.200550
478,41.713590
479,67.395737
480,27.783776
481,48.079176
482,45.253654
483,54.275019
484,33.486686
485,70.658277
486,14.452158
487,56.418710
488,42.449523
489,39.971812
490,38.730829
491,56.352711
492,77.923777
493,79.403844
494,63.193648
495,54.403537
496,44.900175
497,41.346247
498,21.917471
499,84.436893
500,71.902462
501,33.508224
502,84.536823
503,81.479611
504,79.104073
505,89.468044
506,75.635435
507,35.735339
508,44.451833
509,38.406140
510,46.595812
511,16.416184
512,37.010948
513,25.641894
514,18.918680
515,39.310463
516,35.620899
517,77.812817
518,40.861561
519,26.525057
520,87.416654
521,46.820368
522,63.347501
523,77.627187
524,32.213184
525,64.051978
526,40.339435
527,44.803868
528,62.505440
529,42.758083
530,32.937933
531,75.332972
532,34.684032
533,54.838515
534,29.201870
535,61.689732
536,51.406609
537,46.428653
538,55.139670
539,76.064349
540,38.235026
541,62.856704
542,78.077645
543,30.889390
544,80.887767
545,44.965576
546,47.507269
547,47.950200
548,58.190180
549,33.568685
550,26.499729
551,78.667013
552,36.281186
553,32.947536
554,49.113592
555,9.603852
556,83.908081
557,85.555095
558,64.325566
559,57.274992
560,41.485754
561,34.543196
562,63.578256
563,55.891935
564,54.126771
565,31.445316
566,70.264674
567,29.858284
568,73.785266
569,17.685177
570,25.089824
571,89.277362
572,45.234724
573,72.450924
574,12.229937
575,86.188686
576,11.804800
577,67.776227
578,62.788975
579,42.952862
580,39.356885
581,52.277356
582,43.804251
583,45.737656
584,26.707503
585,58.038646
586,52.686713
587,38.372783
588,81.186179
589,63.724126
590,74.514702
591,36.784701
592,53.957427
593,39.801550
594,55.251222
595,44.762780
596,32.063441
597,50.425679
598,85.827107
599,46.616015
600,82.313449
601,36.498972
602,63.212537
603,46.311079
604,52.031588
605,12.397068
606,70.352789
607,41.730425
608,19.412310
609,35.579137
610,54.552581
611,54.312596
612,68.012634
613,11.609099
614,57.495357
615,36.228489
616,11.638921
617,52.225325
618,54.443515
619,14.453162
620,44.319825
621,47.206345
622,32.062214
623,46.948495
624,55.222625
625,45.722670
626,38.651453
627,45.797400
628,39.897693
629,32.451224
630,44.795474
631,73.130183
632,54.569471
633,55.348722
634,66.401522
635,67.609932
636,56.179725
637,33.767143
638,12.372697
639,41.293517
640,13.428769
641,31.646633
642,33.022403
643,42.202157
644,46.740706
645,74.318012
646,32.764877
647,52.368111
648,50.966145
649,53.903480
650,33.006302
651,72.307956
652,44.457353
653,45.549812
654,39.726756
655,36.677315
656,70.532641
657,77.150907
658,35.672372
659,54.591410
660,45.275879
661,40.320137
662,34.458449
663,85.341570
664,72.053483
665,84.415455
666,35.739714
667,13.028861
668,48.912291
669,31.150728
670,18.276675
671,84.087781
672,17.709848
673,36.658641
674,52.213932
675,79.919279
676,35.816472
677,85.627828
678,10.152102
679,30.566638
680,39.523315
681,68.280940
682,18.211070
683,9.429925
684,53.528275
685,53.788414
686,55.132570
687,51.516987
688,29.941416
689,55.796957
690,57.217146
691,15.829705
692,57.598022
693,8.151221
694,72.721422
695,55.205016
696,9.296057
697,46.497248
698,16.277171
699,82.033928
700,30.431493
701,39.857840
702,30.957760
703,75.146021
704,52.056071
705,70.685555
706,21.018152
707,66.018196
708,43.004049
