id,reference
0,29.594637
1,69.570210
2,19.440354
3,73.214458
4,48.748614
5,56.991234
6,51.300161
7,72.024737
8,61.644639
9,55.108067
10,36.221827
11,67.856027
12,74.738870
13,17.838366
14,70.652668
15,76.897361
16,22.273070
17,77.667475
18,59.469242
19,89.156209
20,22.174541
21,29.458409
22,33.069122
23,43.721616
24,7.999562
25,64.590033
26,53.827692
27,34.236983
28,13.509342
29,86.996766
30,65.382407
31,35.735725
32,89.682721
33,85.938108
34,52.103319
35,87.960782
36,42.584361
37,76.303509
38,15.090614
39,43.591425
40,39.368098
41,38.612495
42,38.697579
43,29.697359
44,28.634863
45,42.336951
46,31.081892
47,50.670512
48,36.906252
49,36.163832
50,27.971285
51,8.410663
52,55.810639
53,72.300399
54,95.466278
55,59.369028
56,27.785344
57,19.698592
58,82.962432
59,89.303972
60,51.078947
61,41.088854
62,42.076799
63,37.127867
64,31.478025
65,68.429628
66,14.747372
67,26.224386
68,23.869784
69,44.147361
70,54.884303
71,32.194794
72,56.338957
73,11.794365
74,31.861697
75,47.293888
76,28.110962
77,31.156454
78,43.635234
79,75.225627
80,68.696577
81,15.105086
82,43.701551
83,73.786806
84,91.497053
85,31.955592
86,39.373061
87,13.934196
88,35.394570
89,61.127301
90,56.134166
91,39.749115
92,17.651740
93,32.529930
94,64.594276
95,36.594650
96,26.680735
97,51.707774
98,40.754557
99,59.160303
100,32.185030
101,82.521350
102,18.639503
103,31.218271
104,28.824758
105,51.700381
106,89.174817
107,51.128517
108,89.143245
109,48.669496
110,31.518998
111,20.975941
112,58.637617
113,7.176834
114,31.858624
115,47.531569
116,47.713400
117,27.499533
118,74.600818
119,82.272878
120,36.502807
121,9.850348
122,43.879576
123,27.868492
124,30.545544
125,14.041281
126,55.912581
127,30.404105
128,19.020690
129,80.155568
130,11.227489
131,22.762322
132,30.086568
133,52.117051
134,87.307043
135,26.084299
136,31.987053
137,10.438063
138,80.168181
139,40.728328
140,85.285038
141,8.035150
142,78.813046
143,56.949887
144,34.171029
145,33.880725
146,64.142875
147,76.834749
148,37.671885
149,28.375755
150,10.180809
151,67.039701
152,49.004232
153,28.907693
154,36.188798
155,24.748576
156,74.762396
157,18.150640
158,42.050351
159,92.874991
160,79.092780
161,82.005689
162,42.128004
163,36.938195
164,83.661304
165,50.207534
166,86.384865
167,47.659488
168,29.831374
169,46.406982
170,24.159967
171,11.172460
172,30.878627
173,22.475643
174,80.065256
175,40.403077
176,34.128719
177,39.451951
178,47.366209
179,82.163045
180,17.303960
181,49.887376
182,72.610971
183,92.678333
184,34.912645
185,32.902043
186,7.594846
187,9.029561
188,82.769430
189,46.290233
190,86.985543
191,91.173176
192,8.201938
193,34.424727
194,41.327344
195,71.245617
196,16.668938
197,66.167553
198,25.170936
199,9.227724
200,93.628881
201,82.982577
202,73.791807
203,64.370829
204,78.905596
205,65.973218
206,75.503752
207,63.284712
208,12.390870
209,50.170680
210,26.302401
211,28.564716
212,16.993849
213,82.445804
214,19.507702
215,30.052727
216,41.522057
217,74.893812
218,25.777175
219,26.877848
220,32.330970
221,67.191306
222,40.191821
223,58.034855
224,73.191558
225,70.110831
226,3.829745
227,49.742995
228,23.379282
229,47.167115
230,50.578153
231,43.618251
232,65.339082
233,84.319634
234,39.041753
235,54.681368
236,47.427032
237,49.571448
238,59.841383
239,47.087830
240,74.841748
241,3.792667
242,20.820079
243,28.867603
244,70.956810
245,38.812073
246,39.273263
247,31.840897
248,9.997137
249,89.232941
250,35.675447
251,64.610513
252,52.707173
253,27.653523
254,14.305857
255,25.500427
256,54.025280
257,36.010870
258,31.240872
259,10.520885
260,61.544880
261,31.707401
262,49.095396
263,32.988265
264,76.662198
265,74.955827
266,89.586040
267,35.486371
268,54.418249
269,89.030645
270,73.166312
271,58.841645
272,34.017662
273,36.552795
274,29.755599
275,40.230140
276,59.636655
277,63.411332
278,42.865263
279,32.042416
280,55.579283
281,30.461111
282,63.125728
283,30.009943
284,52.191418
285,35.459469
286,11.146960
287,51.805338
288,52.249562
289,75.011458
290,83.476132
291,34.878655
292,63.750691
293,40.646592
294,30.188726
295,78.600865
296,13.318593
297,28.317119
298,14.606213
299,50.831621
300,86.338094
301,82.565769
302,51.552786
303,15.931675
304,44.370185
305,50.208233
306,37.199260
307,44.805866
308,23.430917
309,79.583971
310,22.464041
311,38.043073
312,36.012817
313,72.190924
314,79.672714
315,47.917316
316,49.924654
317,36.589906
318,91.689883
319,9.514218
320,34.259304
321,46.984249
322,31.580964
323,30.431983
324,58.141574
325,67.648314
326,43.776207
327,54.719646
328,22.302076
329,45.063968
330,51.161582
331,67.964122
332,48.893625
333,27.801495
334,56.758487
335,52.026980
336,16.882208
337,66.710735
338,27.725061
339,24.905116
340,32.538408
341,33.845816
342,25.841256
343,44.637629
344,49.544672
345,19.169606
346,22.468976
347,8.104167
348,21.498302
349,27.171618
350,43.709961
351,28.470297
352,55.807997
353,62.841626
354,20.730636
355,55.806131
356,78.987294
357,31.034470
358,89.935271
359,28.277226
360,22.316601
361,6.331492
362,40.482819
363,86.061260
364,32.560546
365,49.192800
366,36.257471
367,49.200666
368,34.587777
369,68.034033
370,70.357392
371,30.365355
372,10.083262
373,35.485671
374,26.303537
375,10.338012
376,26.407926
377,37.617252
378,88.179415
379,44.364977
380,12.539502
381,8.531307
382,90.998597
383,52.295761
384,79.194889
385,46.005686
386,70.099697
387,35.771351
388,29.776232
389,36.185526
390,31.108369
391,52.038697
392,45.572403
393,63.661351
394,14.993805
395,34.848487
396,59.999616
397,32.662591
398,47.462528
399,25.846325
400,19.652553
401,84.652957
402,33.813838
403,9.888865
404,52.691696
405,31.683835
406,29.282113
407,52.776375
408,50.756632
409,40.007737
410,46.711898
411,34.135962
412,35.896539
413,22.616478
414,78.430145
415,70.036837
416,9.900236
417,55.526863
418,81.644982
419,45.684384
420,79.338018
421,67.588720
422,39.859635
423,82.878587
424,89.685877
425,17.109094
426,9.032387
427,46.487001
428,23.865223
429,57.318542
430,23.398239
431,22.619784
432,60.648250
433,26.179597
434,60.511185
435,85.909288
436,22.178612
437,76.468462
438,47.642309
439,39.230434
440,58.015393
441,33.550723
442,17.838215
443,44.141454
444,29.509408
445,37.459182
446,33.841696
447,66.896569
448,45.637941
449,68.952165
450,77.150348
451,6.392700
452,48.260203
453,29.882790
454,37.980495
455,28.897397
456,11.684649
457,16.527250
458,49.095180
459,77.349617
460,82.737762
461,15.171905
462,31.062367
463,33.933206
464,80.675790
465,47.393437
466,46.626783
467,26.666667
468,46.061796
469,64.405151
470,20.633897
471,74.283154
472,9.633003
473,29.974264
474,32.242634
475,28.692294
476,48.926547
477,48.038556
478,39.234219
479,68.678328
480,27.090916
481,51.744254
482,45.640576
483,51.088771
484,34.964049
485,81.581680
486,13.486679
487,58.187412
488,43.884296
489,39.706488
490,32.846375
491,52.824113
492,89.267660
493,85.113394
494,74.569416
495,55.363858
496,45.009778
497,38.578590
498,28.730227
499,86.072277
500,87.643753
501,35.744232
502,89.736340
503,80.013683
504,92.088219
505,89.720437
506,86.064943
507,35.660903
508,26.123303
509,31.448607
510,46.764454
511,16.266760
512,33.142221
513,22.046143
514,13.623233
515,42.033708
516,34.230198
517,65.727774
518,39.805887
519,20.825419
520,85.308332
521,50.137284
522,67.028629
523,85.119051
524,32.071238
525,68.716457
526,35.832152
527,45.754922
528,69.745128
529,48.906557
530,33.458935
531,82.452569
532,34.532726
533,49.982658
534,31.815498
535,61.401942
536,54.262681
537,26.006067
538,51.544261
539,84.434253
540,29.739121
541,69.848562
542,80.575927
543,25.970791
544,94.793155
545,46.745582
546,50.760655
547,48.103245
548,64.354013
549,32.487280
550,20.966091
551,84.754086
552,38.130648
553,33.241675
554,48.433753
