id,reference
0,36.547694
1,63.473984
2,6.371713
3,32.535654
4,50.422736
5,46.492738
6,43.913855
7,68.719436
8,63.355654
9,53.555450
10,36.780903
11,69.497766
12,80.329110
13,1.680302
14,63.779828
15,70.973349
16,44.457809
17,80.974911
18,53.364008
19,73.429702
20,44.298508
21,49.226721
22,29.419115
23,51.853606
24,17.868556
25,69.217847
26,52.143955
27,31.902941
28,6.388155
29,83.323200
30,63.888567
31,29.791880
32,73.337763
33,83.437510
34,60.253934
35,79.514783
36,32.323021
37,75.585966
38,11.834370
39,47.246785
40,33.742936
41,37.436869
42,45.509940
43,31.196850
44,35.734421
45,45.525845
46,33.730512
47,53.535425
48,44.922722
49,36.296607
50,45.745699
51,21.581303
52,52.161511
53,45.582141
54,60.886152
55,64.193963
56,43.617012
57,28.663276
58,71.432843
59,80.347376
60,39.646748
61,39.526597
62,44.343821
63,37.546674
64,41.452678
65,62.071276
66,17.587500
67,52.208128
68,27.827738
69,53.544909
70,63.722397
71,39.136490
72,60.695893
73,11.441653
74,31.029216
75,47.967685
76,46.679912
77,27.646510
78,45.961055
79,88.019138
80,59.989564
81,21.821023
82,45.702238
83,64.415630
84,73.275608
85,20.222260
86,38.458451
87,1.945868
88,37.504152
89,42.567781
90,50.582352
91,37.140389
92,27.401941
93,45.520343
94,63.734357
95,49.710707
96,29.679901
97,49.480346
98,41.882791
99,62.244617
100,37.167786
101,86.356596
102,29.074262
103,28.099604
104,16.838098
105,46.059415
106,77.227133
107,49.713759
108,86.530645
109,53.303141
110,27.271617
111,24.369727
112,57.452815
113,22.779618
114,40.324016
115,52.855799
116,48.533591
117,40.725761
118,73.559931
119,89.733495
120,38.096586
121,19.944611
122,44.038236
123,36.926712
124,21.419054
125,20.797216
126,51.772379
127,45.711346
128,30.799837
129,84.033842
130,-6.675523
131,35.347801
132,25.636971
133,58.551596
134,83.842263
135,36.693260
136,38.185644
137,28.085367
138,69.770907
139,45.478242
140,77.426124
141,11.243255
142,90.360235
143,58.215649
144,26.367185
145,40.835286
146,49.960916
147,84.901040
148,37.474869
149,40.812467
150,14.231452
151,62.736026
152,43.871717
153,42.507719
154,35.619499
155,34.776140
156,81.683697
157,34.891583
158,42.573738
159,77.825864
160,79.623242
161,86.056490
162,40.162055
163,27.454585
164,81.488722
165,42.085320
166,82.126024
167,53.036450
168,42.645779
169,46.320062
170,30.702417
171,11.700198
172,22.221145
173,19.540791
174,67.449129
175,41.933622
176,28.209403
177,42.236580
178,41.598328
179,77.005232
180,29.261608
181,51.605403
182,69.629124
183,71.822972
184,37.023066
185,27.746124
186,20.385372
187,19.411945
188,67.591237
189,50.172024
190,84.007728
191,77.744740
192,19.521336
193,29.252397
194,50.102442
195,48.189796
196,22.188992
197,74.459846
198,40.135253
199,14.330405
200,66.961255
201,83.785526
202,72.907011
203,65.188908
204,83.579128
205,57.701945
206,72.040791
207,59.199088
208,22.010035
209,56.165966
210,20.069189
211,22.216919
212,23.643342
213,67.538200
214,20.561971
215,39.022111
216,41.661296
217,76.151217
218,20.480721
219,41.824346
220,44.374824
221,59.843827
222,42.860340
223,46.701326
224,38.664305
225,62.903738
226,-2.543616
227,51.894146
228,26.450565
229,49.351805
230,49.458598
231,40.112979
232,58.943680
233,69.855349
234,39.028589
235,56.169841
236,43.383451
237,53.063236
238,60.062314
239,48.750895
240,82.622994
241,-3.628378
242,41.265074
243,51.139497
244,60.472676
245,45.912802
246,36.163002
247,39.231895
248,18.415460
249,87.291792
250,37.761388
251,63.279496
252,49.211169
253,34.758566
254,14.336139
255,27.988181
256,47.991031
257,34.468515
258,39.574762
259,3.719220
260,64.222633
261,36.881588
262,55.607652
263,40.673092
264,92.942106
265,75.823703
266,65.452907
267,42.509057
268,60.246185
269,77.903446
270,60.632321
271,56.455450
272,25.778127
273,44.658814
274,32.882224
275,36.048685
276,57.524382
277,66.945410
278,48.980163
279,30.648601
280,67.059206
281,32.549453
282,54.011312
283,19.537437
284,50.272502
285,31.310921
286,15.631199
287,50.886074
288,51.047839
289,75.343471
290,81.729855
291,28.660749
292,59.144950
293,33.063770
294,40.459371
295,76.356487
296,26.880882
297,13.075232
298,20.692683
299,50.771657
300,83.631902
301,81.265145
302,49.598028
303,11.733413
304,55.104519
305,47.838043
306,37.034513
307,42.811288
308,28.535071
309,76.729156
310,34.661783
311,37.314972
312,17.863209
313,75.009172
314,76.945072
315,46.660301
316,35.647180
317,41.025072
318,69.376870
319,6.096893
320,40.898571
321,43.249853
322,23.058182
323,42.694157
324,54.881974
325,49.730952
326,43.135849
327,48.753309
328,43.209470
329,50.003235
330,39.242985
331,62.778122
332,49.369775
333,42.107799
334,59.557652
335,62.081353
336,16.069500
337,71.353860
338,43.729355
339,35.754942
340,47.692079
341,38.876279
342,41.008572
343,52.325641
344,51.020152
345,16.912572
346,22.089507
347,14.161369
348,12.130312
349,40.863020
350,48.713298
351,28.597366
352,43.858108
353,54.674274
354,20.748150
355,47.826840
356,71.359807
357,41.148192
358,66.607952
359,26.384659
360,44.203157
361,-6.218038
362,43.966487
363,69.503576
364,29.219638
365,49.260531
366,43.502194
367,56.514415
368,33.035901
369,79.354758
370,59.951890
371,34.431944
372,14.163672
373,24.353605
374,41.664335
375,4.785803
376,41.167230
377,43.417939
378,78.614876
379,43.435506
380,22.422156
381,10.913333
382,68.724070
383,57.585093
384,71.345758
385,48.359715
386,69.644067
387,35.651248
388,33.131251
389,26.963003
390,24.856110
391,50.106792
392,51.473391
393,74.952902
394,15.411524
395,33.996667
396,59.026030
397,25.280514
398,46.201973
399,37.583230
400,50.955317
401,86.090823
402,28.974016
403,14.163817
404,45.717691
405,27.309849
406,49.184203
407,47.532783
408,41.031746
409,36.511293
410,42.184093
411,34.630950
412,28.862746
413,45.975945
414,81.206531
415,64.705553
416,10.140443
417,53.184064
418,67.766797
419,48.815988
420,80.369948
421,68.293781
422,34.685598
423,88.158118
424,73.418727
425,25.524483
426,10.743391
427,46.388033
428,37.817877
429,56.314553
430,21.985470
431,18.941446
432,54.547907
433,44.726251
434,55.265418
435,76.768385
436,22.688647
437,66.760618
438,50.508370
439,44.288103
440,56.804785
441,41.950887
442,21.164234
443,52.376123
444,24.131935
445,35.384318
446,37.218847
447,55.036065
448,48.639699
449,61.672075
450,69.894635
451,2.721867
452,50.817593
453,46.323404
454,34.775571
455,38.132950
456,21.921051
457,14.394623
458,36.536288
459,89.146804
460,71.490418
461,2.634777
462,37.922369
463,26.643588
464,88.562248
465,48.905798
466,40.403715
467,43.808703
468,54.347850
469,57.351095
470,34.669501
471,76.754587
472,12.622328
473,28.956383
474,29.920269
475,22.903259
476,39.089847
477,56.489940
478,39.823638
479,65.060771
480,37.356630
481,46.817029
482,47.818495
483,52.835333
484,27.433128
485,61.131392
486,15.123240
487,58.370939
488,43.493973
489,36.020737
490,49.450590
491,54.692410
492,77.251379
493,84.455836
494,60.957992
495,54.525010
496,51.426830
497,39.012124
498,24.400496
499,74.126918
500,61.080712
501,34.503082
502,77.525782
503,77.497662
504,67.275540
505,84.275608
506,70.844649
507,30.368371
508,36.744803
509,29.397356
510,55.831291
511,24.221725
512,40.157796
513,33.644756
514,21.336576
515,42.027814
516,31.851896
517,85.335522
518,42.860457
519,28.036279
520,85.903177
521,46.064720
522,59.423758
523,74.135709
524,16.145239
525,63.271244
526,41.794237
527,49.093673
528,69.909876
529,44.582049
530,27.643604
531,75.733578
532,39.941928
533,51.103419
534,27.518824
535,64.573893
536,53.854216
537,49.303585
538,46.244291
539,67.798510
540,41.025515
541,61.677785
542,77.405631
543,46.920472
544,57.500127
545,49.450838
546,48.001864
547,52.918803
